893	8
901	3
914	5
927	6
962	7
975	8
988	6
1007	3
1042	5
1055	4
1068	7
1090	1
1111	2
1124	3
1137	2
1172	2
1185	2
1198	3
1206	4
1219	1
1241	4
1267	3
1310	3
1323	4
1336	2
1349	1
1371	2
1384	2
1397	1
1418	3
1453	1
1466	1
1479	1
1522	1
1535	2
1548	1
1596	1
1617	1
1665	2
1678	3
1721	2
1747	2
1782	2
1816	1
1829	1
1864	1
1920	1
1933	1
1981	1
1994	1
2000	1
2061	2
2087	1
2108	2
2156	1
2191	1
2225	1
2260	1
2273	1
2286	1
2390	1
2411	1
2437	1
2835	1
3127	1
3374	1
3408	1
3690	1
3997	1
